"name","address","state","overview","theme","establishment_year","website","contact_info","admission_fee","timings","facilities"
"Regional Museum of Natural History","Acharya Vihar, Sachivalaya Marg, Near Planetarium, Bhubaneswar - 751013","Odisha","The Museum has exhibits of plants, animals, geological objects from Odisha, Eastern and North Eastern India, Andaman and Nicobar Islands, exhibits biodiversity of Bhitarkanika, Similipal, Chilika. The museum has a collection of skeletons of Dolphin, Rhino, Elephant and Baleen whales. The Museum also proudly exhibits the world’s longest living flower - Baobab","Natural History Museum","2004","https://odishatourism.gov.in","0674 256 7114","Free","10:00 AM - 06:00 PM (Closed on Mondays)",""
"Madhu Smreti Sangrahalaya","Shailabala Women’s College, Mission Road, P. O. Box Buxi Bazar","Odisha","The Museum has a collection of photographs, furniture, paper documents, textiles, hats, leather objects, wooden glass, silver objects, porcelain, cane, clay glass paintings, shoes, personal belongings, marble chess board","Personalia Museum","","","","The museum can not be accessed by the general public","Open only for 2 days in a year - on February 7 the birthday and on April 28 the death anniversary of Madhusudan Das","Library and Photography"
"Netaji Birthplace Museum, Netaji Memorial Trust","Netaji Memorial Trust, Jankinath Bhawan, Oriya Bazar, Cuttack - 753002","Odisha","The Museum’s collections include photographs, household articles, old furniture, records, letters, receipts, old paintings, books, INA Uniforms, badges, stamps, and swords","Personalia Museum","2004","","0671 2628044","Rs. 1 per head for ages 12 and above","10:00 AM - 05:00 PM (Closed on Mondays)","Library, Photography and Guided Tours"
"Jain Heritage Museum","Pratap Nagari, District Cuttack","Odisha","The Museum has a collection of sculptures of gods and goddesses","Religious Museum","2005","","0671 2300126","","10:00 AM - 05:00 PM (Closed on Mondays)",""
"Niladri Vihar Darshan Mandir Museum","Jagannath Puri Temple Premises, Puri","Odisha","The Museum has a collection of series of sculptures of gods and goddesses","Religious Museum","1972","","","Adults: Rs. 5 per head and free for children below 5 yrs","06:00 AM - 12:00 PM",""
"Regional Science Centre, Bhubaneshwar","Pandit Jawaharlal Nehru Marg, Acharya Vihar, Bhubaneswar - 751013","Odisha","","Science Center","1989","https://www.rscbhubaneswar.org/","06742542795, rscbbsr@yahoo.com","Entry - Rs. 25 per head, 3D shows - Rs. 30 per head, Science shows - Rs. 10 per head, Taramandal shows - Rs. 10 per head","10:00 AM - 06:30 PM","Guided Tours"
"Dhenkanal Science Centre","Near Rajbati, Dhenkanal - 759001","Odisha","The Museum consists of different types of galleries - scientific e xhibits, popular science gallery, Life Science gallery, Chemistry gallery, zoo and Kapilas science park","Science Museum","1995","","06762 224155, funscience@dataone.in","Adults: Rs. 2 per head and Students - Free","11:30 AM - 07:00 PM","Guided Tours EDUCATIONAL MUSEUM"
"Kapilas Science Park","Near Kapilas Zoo, Kapilas, District Dhenkanal - 759016","Odisha","The park has a series of displayed exhibits","Science Park","1995","https://www.bitmcal.org","06762 212544","Adults: Rs. 5 per head and Students: Rs. 2 per head","10:00 AM - 05:30 PM","Library, Guided Tours, Photography and Parking"
"Bargarh Science Centre","Near New DHH, Chadeigoan - 768038","Odisha","The Museum has sections that have fun activities and instalments that give knowledge about basic concepts of science, physical equipment for fun science experiments, mathematical equipment","Science Centre","2020","","","Rs. 15 per head","11:00 AM - 05:00 PM (Closed on Mondays)","Wheelchair, Restroom, Lifts, Guided Tours, School Programmes and Photography"
"Pathani Samanta Planetarium","Apollo hospital, Acharya vihar, Doordarshan Colony, Gajapati nagar, Bhubaneswar - 75105","Odisha","The Museum is named after the famous astronomer - Pathani Samanta. The Museum has fun and interactive science exhibits, posters, installations, astronomical devices, night sky view activities and science shows","Science Centre","","","0674 2567653","Adults: Rs. 30 per head and Children: Rs. 20 per head","02:00 PM - 06:00 PM (Closed on Mondays)","Photography"
"Odisha State Maritime Museum","Mahanadi, Ring Rd, Professors Colony, Cuttack - 753003","Odisha","The Museum has collection that show Odisha’s maritime heritage, model boats, equipments used for navigation and other models","Thematic Museum","","","0671 2415500","","10:00 AM - 04:30 PM (Closed on Mondays)","Photography"
"Odisha High Court Museum","Biju Pattnaik Colony, Cuttack - 753008","Odisha","The collection includes old typewriters, court seals, hoods with silver, table calling bell, wooden chair used by judge of erstwhile Mayurbhanj High Court, documents, portraits of Honourable Chief Justices of Odisha High Court, text panels, maps of freedom movement, relics, antiques etc.","Thematic Museum","2017","","","Not A Vailable","10:00 AM - 05:00 PM (Closed on Mondays)","Photography"
"Archaeological Site Museum","College Road, Ropar, District Rupnagar - 140301","Punjab","The Museum houses the archaeological remains of an excavated site nea r Ropar, the first Harappan site excavated in Independent India. The excavation revealed a cultural sequence from Harappan to medieval times. Important exhibits include antiquities of Harappan times, Painted Grey ware culture, Saka, Kushana, Gupta times such as Vina Vadini (lady playing on vina), steatite seal, copper and bronze implements, ring stone, yakshi image, gold coins of Chandragupta","Archaeological Museum","1998","https://www.asi.nic.in","01881 221230","Indian- Rs. 5 per head, Foreigners- Rs. 100 per head (Children up to 15 yrs. free)","10:00 AM - 05:00 PM (Closed on Fridays)","Photography and Guided Tours"
"Archaeological Site Museum","Ucha Pind, Sanghol, District Fatehgarh Sahib","Punjab","The antiquities discovered from the late Harappan era consist of ver y fine potteries, terracotta beads, figurines, fiancés bangles, terracotta cakes, beads of precious and semi- precious stones, copper chisels, chert weights and 92 micro beads of gold. The material from other levels, such as potte ries, human figurines, gamesmen beads of precious and semi-precious stones are also on display.","Archaeological Museum","1990","https://www.asi.nic.in","","Adults: Rs. 10 per head and Children: Rs. 4 per head","10:00 AM- 05:00 PM (Closed on Mondays)","Photography"
"Archaeological Museum","Sandhu Ashram, Hoshiarpur","Punjab","The Museum’s primary collection consists of sculptures discovered from around the Dholbaha area, a rare archaeological site in Punjab that is located about 30 kilometres to the North-West of Hoshiarpur. Museum displays fossils and mediaeval sandstone carvings. A head of Vishnu from the 10th century AD is one of the Museum’s important sculptures. The statues of Ganesha, Shiva and Parvati, as well as a statue showing four Jina representations seated back to back, are among the other significant sculptures. Mahisasuramardini killing Mahisha is also displayed","Archaeological Museum","1971","https://www.punjabtourism.punjab.gov.in","","Free","09:00 AM - 05:00 PM (Closed on Saturdays and Sundays)","Photography"
"Archaeological Site Museum.","Dholbaha, Hoshiarpur, Punjab","Punjab","Collection includes artefacts collected during excavation at site Dholbaha.","Archaeological Museum","1970","","","Free","10.00 AM - 05:00 PM (Closed on Mondays)","Library"
"Arms and Chandeliers Gallery","Qila, Patiala","Punjab","Museum exhibits a rich collection of arms and armours. The Shikar sword, which belonged to Nadir Shah, is one among the notable weapons on display. Helmets, shields, and arm-protectors with images of Persian court scenes are some more intriguing armour pieces","Art and Craft Museum","1948","https://www.punjabtourism.punjab.gov.in","","","","Guided Tours"
"Arts and Craft Gallery","Sheesh Mahal Old Moti Bagh, Patiala","Punjab","Museum exhibits a very fine set of miniature paintings based on the theme s of “Geet Govind” in Kangra Style, based on Jai Deva’s poetry, is greatly commended by the lovers of art. There are very fine specimens of ivory- work displayed in the galleries, which include chessmen, horse rider, beaut ifully carved tusks and a fine perforated ivory piece with carved deities inside. In the Royal room wooden carved furniture, Burmese and Kashmiri objects are displayed","Arts and Craft Museum","1972","https://www.punjabtourism.punjab.gov.in","","","10:00 AM- 05:00 PM","Photography, Parking, Wheelchair, Souvenir shop and Guided Tours"
"Medal Gallery","Patiala, Punjab","Punjab","Patiala has one of the largest collections of medals and decorations, as seen by the Medal Gallery installed in the Sheesh Mahal. There are currently more than 3200 orders, medals, and decorations in this collection, making it one of the richest and most diverse in the world.","Arts and Craft Museum","1960","https://www.punjabtourism.punjab.gov.in","","","10:00 AM - 05:00 PM","Guided Tours and Photography"
"District Museum","Banasar Bagh Sangrur","Punjab","The Museum exhibits weapons, art and craft objects, textiles, paintings, archaeological objects","Arts and Craft Museum","1972","https://www.sangrur.nic.in","","","10:00 AM - 05:00 PM","Guided Service, and Photography  ZOOLOGICAL AND BOTANICAL MUSEUM"
"Anglo-Sikh Memorial Museum","Ferozeshah, Ferozepur","Punjab","Museum exhibits paintings and weapons. Weapons from the time of the Anglo-Sikh War are on display in the hall on the ground level. Inscribed in bronze are passages from Cunningham’s History of the Sikhs and Wars of Shah Mohammad. The Punjab Government donated the weapons from the Patiala Museum. Four paintings in the room show the Mudki, Ferozeshah Sabhraon, and Chillianwala wars. These paintings were created by renowned artist Mr. Kirpal Singh","Arts and Craft Museum","1976","https://www.ferozepur.nic.in","094787 01996","Adults: Rs. 5 per head and Children: Rs. 2 per head","10:00 AM - 05:00 PM (Closed on Mondays)","Library, Guided Tours and Photography"
"Punjab State War Heroes’ Memorial and Museum","India Gate Attari-Wagah, Road, Chheharta, Amritsar - 143001","Punjab","The project covers the heroism and sacrifices on the sacred soil of Punjab from the days of Alexander the Great up to the Kargil War. It also covers the origins of Miri Piri which evolved at the time of the sixth Guru, Guru Hargobind Singh Ji. The proposed project is named as ‘Punjab State War Heroes Memorial & Museum’ & will consist of a 45 metres high Sword to be installed in the Central Vista of the museum having the following 8 galleries depicting the sacrifices and heroic deeds from the times of the sixth Guru till Kargil operati ons","Defence Museum","","https://wwwdefencewelfare.punjab.gov.in","8146130406","Rs. 100 per head","10:00 AM – 05:30 PM (Closed on Mondays)","Photography, Souvenir shop, Wheelchair, Workshops, Lectures and Seminars"
"Maharaja Ranjit Singh War Museum","Grand Trunk Road, Bhattian, Ludhiana - 141008","Punjab","The Punjab Government constructed the Museum as a gesture of tribute to the courageous soldiers who struggled and laid their lives during various wars and battles that have been fought so far. Keeping up the museum with the International standards was the prime focus of the Government of Punjab. A major attraction of this Museum is the light and sound show which narrates the story of war of independence and the role of the gallant soldiers of Punjab in it. The show also creates a sense of Nationalism among the people. You can also have a look at the number of Battle tanks, Anti-aircraft guns, an old Sukhoi and an INS Vikrant model placed around the museum for the visitors to see","War Memorial","1999","","0161 2826022","Adults: Rs. 40 per head","10:00 a.m - 05:00 PM (Closed on Mondays and Public Holidays)","Lectures and Photography (Only for academic purposes)"
"Jang-e-Azadi Memorial","Chandigarh Baddi Rd - 140110","Punjab","Memorial aims to educate young people about the rich culture, heritage, and “Sons of the Soil” (unsung heroes) of Punjab who gave their lives to free the Nation’s chains under British rule","War Memorial","2014","https://www.jangeazadimemorial.com","+91 181 2783900, feedback@jangeazadimemorial.com","Adults: Rs. 50 per head and Children: Rs. 30 per head","10:30 AM - 07:00 PM","School Programmes, Lectures and Photography (Research purpose only)"
"Vajra Corps Museum","General RD Hira Road, Near Station Head Quarter, Jalandhar Cantt.","Punjab","The Museum exhibits 101 war trophies, flags, uniforms, manuscripts, paintings, r ifles, weapons and other properties of historical value","Army Museum","2019","https://www.punjabtourism.punjab.gov.in","7696125378, 9467321513","Free","Summer: 10:00 AM - 19:00 PM Winter: 10:30 AM - 18:00 PM (Closed on Sundays & National Holidays)","Guided Tours and Lectures"
"Botanical Museum of Natural History","Guru Nanak Dev University, Amritsar - 143005","Punjab","Museum exhibits dried raw specimens and plant products, seed bank, Xylarium, plants and fossils","Educational Museum","2006","https://www.gnduonline.org","01883 2451048, gndubotanical@hotmail.com","Free","09:00 AM - 05:00 PM (Closed on Sundays)",""
"Partition Museum","The Partition Museum, Town Hall, Amritsar - 143001","Punjab","The Partition Museum presents a thorough history of the Partition, with a central narrative that starts with the pre-Partition period, continues with the independence movement, moves on to the social, cultural, and political developments of the decades preceding 1947, and concludes with the Partition and its repercussions. Museum showcases refugee artefacts as an attempt to showcase the story of Partition survivors","History Museum","2017","https://www.partitionmuseum.org","+91 8130001947, +91 11 49785950, info@partitionmuseum.org","Indian - Rs. 10 per head, Foreign - Rs. 250, Children (5 and below) - Entry Free and Partition Survivors","10:30 AM - 06:00 PM (Closed on Mondays)","School Programmes and Photography"
"Maharaja Duleep Singh Kothi Memorial","Bassian Canal Rest House Road, Raikot - 142032","Punjab","According to legend, Bassian Kothi was constructed in 1800. Before Duleep Singh’s (Maharaja Ranjit Singh son) one-night stay there in the winter of 1849, it had been used as an ammunition supply store for the formerly stationed British Military Division in Ferozepur.Replicas of Maharaja Ranjit Singh’s throne, a massive sword, a regal chair, a garment, a diamond necklace, and images depicting many facets of his life were all kept in the memorial building","History Museum","2015","","+91 98154 81679","","09:00 AM - 05:00 PM (Closed on Mondays)","School Programmes, Lectures and Photography"
"Banasar Bagh Museum","Sangrur - 14800","Punjab","The Sunami Gate, Patiala Gate, Dhuri Gate, and Nabha Gate are the four entrances of the city of Sangrur. Each gate has the name of the nearby town that is to that side. The city is surrounded by lovely parks and boutiques. The Diwan Khana Qadeem structure in Banasar Bagh, Sangrur, is a museum unto itself. Jind State has a connection to this museum. The ceiling paintings in this old structure are unparalleled. The Museum features ancient artefacts such as weapons, silver glass paintings, phulkari, lamps, and more","History Museum","","https://www.punjabtourism.punjab.gov.in",": 0172 2699140","","09:00 AM - 05:00 PM (Closed on Mondays)","Library, Film Shows and Photography"
"Maharaja Ranjit Singh Panorama","Near Lawerence Road Chawk, RamBagh Garden, Amritsar - 143 001","Punjab","The Museum displays objects belonging to the life and time of Maharaja Ranjit Singh and are displayed in three floors. Ground floor exhibits the Maharaja Ranjit Singh Throne Room. The basement floor displays religious and educational objects. The first floor displays economy, Kashmiri Paintings, Himalayas’s archaeology, 12-metre-tall and 100-metre-long panoramic paintings depicting six major battles, dioramas, mural paintings and armoury","Personalia Museum","1977","","0183 2560979","Adults: Rs. 10 per head and Children: Rs. 4 per head","10:00 AM - 05.00 PM (Closed on Mondays)","School Programmes, Lectures and Photography"
"Shaheed-E-Azam Sardar Bhagat Singh Museum","Khatkar Kalan, District Nawanshahr","Punjab","The Museum displays all the documents and photos related to Late Bhagat Singh and few other revolutionaries are also displayed in this Museum. Half burnt bones and blood-stained newspapers are also kept here. Visitors can even see the pen used to sign the infamous death warrant of Shaheed Bhagat Singh, Rajguru and Sukhdev","Personalia Museum","1981","https://www.nawanshahr.nic.in","","Free","10:00 AM - 05:00 PM (Closed on Mondays)","Photography (Only for scholars)"
"Lala Lajpat Rai Museum cum Library","Jagraon District, Ludhiana","Punjab","Lala Jalpat Rai was born in the village of Dhudike in the home of his maternal grandparents, Dhudike is located in Moga district, 20 km from Jagraon. However, he spent his early years in a house built by his father in 1845 in Jagraon. The two-story house has now been renovated and turned into a Museum. Lajapt Rai’s personal items like teapot, pens and chairs are carefully displayed in the museum. A library is also built adjacent to the house in honour of Lala Lajpat Rai Ji","Personalia Museum","","https://www.punjabtourism.punjab.gov.in","","","10:00 AM - 05.00 PM (Closed on Mondays)","School Programmes and Photography"
"Shaheed Dr. Diwan Singh Kalepani Museum","Near Lawerence Road Chawk, RamBagh Garden, Amritsar - 143001","Punjab","The Museum is a celebration to an extraordinary life of eminent Punjabi writer and martyr, Dr Diwan Singh Kalepani. Each panel presents his life through a pertinent collection of photographs","Personalia Museum","2013","","","Free","09:00 AM - 05:00 PM (Closed on Mondays)",""
"Central Sikh Museum","Golden Temple Rd, Atta Mandi, Katra Ahluwalia, Amritsar Cantt. - 143006","Punjab","The Museum displays artwork depicting Sikh Gurus, Saints, soldiers, and other notable Sikh leaders who have improved the Sikh religion. It features an extensive collection of coins, antique weapons, and historic texts. Great Sikh painters’ paintings, rare pencil sketches, musical instruments, the rarest stringed instrument, and Sikh Raj-era weapons are all on display in the museum","Religious Museum","1958","https://www.goldentempleamritsar.org/","0183 2247583, 2247583","Free","07:00 AM - 06.00 PM","Photography and Garden/Picnic Area"
"Shri Guru Tegh Bahadur Museum","Nai Abadi Road, Keshgarh Sahib, Anandpur Sahib - 140118","Punjab","The Museum displays a large collection of paintings, narrating the history of the Sikhs, including depictions from Guru Tegh Bahadur’s life","Religious Museum","1983","https://punjabtourism.punjab.gov.in","","Free","10:00 AM - 05:00 PM (Closed on Mondays)","Photography (Only for research Purpose)"
"Virasat-e-Khalsa","Anandgarh- Kesgarh Road, Near Qila, Khalsa Heritage Memorial Complex, Anandpur Sahib - 140118","Punjab","The Museum presents insight on the historical occasions that occurred in Punjab 500 years ago and gave rise to Sikhism and ultimately the Khalsa Panth. The Museum sheds light on the great Gurus’ vision, the timeless message of peace and brotherhood that they spread throughout all of humanity, and the rich cultural heritage of Punjab. The goal of the Museum is to celebrate the 300th anniversary of the Khalsa, the holy texts composed by the 10th and final Guru Shri. Guru Gobind Singh Ji, the creator of contemporary Sikhism, as well as the 500 years of Sikh history. A ceremonial bridge connects two complexes that are located on opposite sides of a ravine","Religious Museum","2011","https://rupnagar.nic.in","0188 7232592, virasat-e-khalsa.net, directorculture@yahoo.com","Entry free ( For Scholars: Rs. 100 per head)","10:00 AM – 04:30 PM (Closed On Mondays)","Dharohar a popular cultural show from 07:00 p.m. - 08:00 p.m. every evening"
"Pushpa Gujral Science Centre","Dhapai Rd, Pushpa Gujral Science City, Dhapai - 144602","Punjab","The exhibits at the Science City range from life sciences to transportation science and sport sciences. Pushpa Gujral Science City has a number of galleries like: Space and Aviation Gallery, Space Theatre, watch films on a huge, curved screen that is 23 metres (75 feet) tall, two different simulators – a flight simulator and an earthquake simulator","Science and Technological Museum","1954","https://www.pgsciencecity.org","+91 1822501963/64, sciencecity@hotmail.com","Adults: Rs. 170 per head and Student: Rs. 120 per head","09:00 AM - 06:00 PM","School Programmes, Everyday special Puppet and Folk Dance Show, Folk dance and Puppet training  course and Photography"
"Museum of Social History and Rural Life of Punjab","Punjab Agricultural University, Ludhiana","Punjab","Museum exhibits a large number of handicrafts, household implements, and traditional musical instruments. Clothes and jewellery from rural Punjab as well as, mannequins enacting scenes from daily life, are amongst the other attractions housed here","Thematic Museums","1991","","","Adults: Rs.3 per head and Students: Rs. 2 per head and","09:00 AM - 05:00 PM (Closed on Sundays and Saturdays)","Photography, Cafe, Souvenir Shop, Workshop, Lecture, Seminar and Guided Tours"
"Sports Museum","Old Moti Bagh, Patiala - 147001","Punjab","The Sports Museum is home to an outstanding collection of sports artefacts, including pictures, medals, and equipment, that are connected to notable Indian athletic figures and occa sions. These items include the gold hockey medal India earned at the 1928 Olympics in Amsterdam, a solid silver cricket bat, and the shoes worn by PT Usha at the 1986 Asiad Games in Seoul","Thematic Museums","1972","","0175 230 6171","","10:00 AM - 05:00 PM (Closed on Sundays)",""
"Zoological Museum","Government College, Hoshiarpur","Punjab","Museum exhibits zoological specimens and slides","Zoological Museums","1950","","01882 22460","Free","09:30 AM - 04:00 PM (Closed on Sundays)","Audio Tour Guide"
"The Thar Heritage Museum","Near Main Road, Artist Colony, Malka Pol, Jaisalmer - 3345001","Rajasthan","The Museum highlights the special identity and culture of the Thar Desert Region through its display of several folk arts and crafts, turbans, musical instruments, fossils etc from the area. The Museum displays sea fossils dating back millions of years, telling the story of how the sea turned into the great Thar Desert. Details about local life - styles and culture are provided through displays of information about specific customs followed during birth, marriage, death, food cultures, crafts, costumes, and so on. Various ornaments, historical utensils, printing blocks and locks, traditional musical instruments, some original photographs of Bhati Rajputs royalty, information on wars fought by the rulers, handmade weapons along with important state documents, coins, postcards, various paintings of romance and religious icons painted in the Jaisalmer style have also been displayed","Anthropological Museum","2006","","+91 9414150762, thmjsm@yahoo.com","Adults (Indian nationals) - Rs. 80 per head, Adults (Foreign nationals) - Rs. 100 per head and Children - Rs. 50 per head","09:00 AM - 07:00 PM","Guided Tours, School Programmes, Film show, Lectures, Workshops, Seminars, Folk festivals, Library and  Audio Visual archival collection"
"Government Museum","Museum Rd, Gol Pyau, Naya Bazaar, Ajmer - 305001","Rajasthan","The aim of the Museum is to focus on the cultural heritage of the region through its exhibits and primarily consists of sculptures, inscriptions, coins, pre-historic section, miniature paintings, arms and armour and objects of art and crafts","Archaeological Museum","1908","https://www.museumsrajasthan.gov.in/museum/ajmer/page/about","0145 2620637, curmus.ajmera@gmail.com","Indians Adult - Rs. 50 per head and Student: Rs. 200 per head, Foreigners Adult - Rs. 200 per head, Student: Rs. 100 per head, Free entry for children below 7 years, and Fre e entry on specific days such as Rajasthan Diwas, World Heritage Day, World Museum Day, World Tourism Day","09:45 AM - 05:15 PM","Photography, Cafe, and Souvenir Shop"
"Government Museum","Main Rd, Ayad, Ganapati Nagar, Ahar, Udaipur - 313001","Rajasthan","The Museum displays the excavated objects discovered during the various seasons of excavations here. Objects collected after the Sindhu Civilization and before the Bronze Stone (Chalcolithic) culture, which dates back 4000 years, are displayed here. The collection also includes Hindu and Jain gods and goddesses from Ahar and neigh - bouring areas of South Eastern Rajasthan, dating from the seventh to the 15th centuries. Icons in the collection include Lord Vishnu’s Dasavatar, Matsya, Kurma avatar, as well as Goddess Parvati, Vishnu, and Seated Surya","Archaeological Museum","1962","https://www.museumsrajasthan.gov.in/museum/ahar/page/about","0294 2470004, 9530030026, supam.udaipur@gmail.com","Indians: Adult - Rs. 20 per head, Student - Rs. 10 per head; Foreigners: Adult - Rs. 100 per head, Students - Rs. 50 per head, Free Entry for children below 7 years","09:45 AM - 05:15 PM","Library"
"Rajputana Museum","Ajmer","Rajasthan","The Museum consists of inscriptions, coins, sculptures, copper plates, paintings, arms and armoury, etc.","Archaeological Museum","1908","","","Free","16th April to 15th July: 07:30 AM - 10:30 AM, 16th July to 15th April: 10:00 AM - 05:00 PM (Closed on Fridays and Government Holidays)","Audio Guide and Guided Tours"
"Chandrawati Government Museum","Chandrawati, Abu Road, District Sirohi","Rajasthan","Chandravati is a village that was a large town in ancient times, and present-day villages such as Dhattani, Kiverli, Kharadi, and Santpura were suburbs. Old ruins such as temples, torans, and images are scattered throughout the vast area","Archaeological Museum","1997","https://www.museumsrajasthan.gov.in/museum/chandravati/page/about","02974 238117, 9983350408, curmus.mtabu@gmail.com","Free (Closed on Mondays and Dhulandi)","09:45 AM to 05:15 PM",""
"Fateh Prakash Palace, Government Museum","Fateh Prakash Mahal, Chittor Fort, District Chittorgarh - 312001","Rajasthan","Maharana Fateh Singh (1884-1930) of Mewar built Fateh Prakash Palace. His statue sits on a lotus in the centre of a pond in the Museum building. The Museum displays ancient stone icons (statues), weapons, portraits and models related to Mewar art and culture, as well as full-size portraits of Mewar legends, weapon room, archaeology and sculpture room, painting room, and gun room. In addition, photographs of Chittorgarh Fort’s ancient temples and monuments are displayed in the Dioramas gallery","Archaeological Museum","1968","https://www.museumsrajasthan.gov.in/museum/chittorgarh/page/about","01472 244192, 9829916334, curmus.chittorgarh@gmail.com","Indians: Adults - Rs. 20 per head, Students - Rs. 10 per head, Foreigners: Adults - Rs. 100 per head, Students - Rs. 50 per head, Free Entry for children below 7 years","09:45 AM - 05:15 PM","Puppet Shows and Photography MULTIPURPOSE MUSEUMS"
"Rajmata Devendra Kunwar State Museum State & Culture Centre (Government Museum, Dungarpur)","Hospital Road, New Colony, Dungarpur - 314001","Rajasthan","The sculptures on display at the Museum date from the 5th and 6th centuries A.D. of the Gupta period are displayed which includes Kauman, Veenadhar Shiva, Kuber, Ganesh, and other important statues. Post-medieval sculptures include the standing Sun, Harihar, and Dashavatar. Post-medieval sculptures include Parvati in austerity and Laxmi Narayan seated on Garuda. Many Jain sculptures from this era are also on display. It also displays sculpture, inscriptions, miniatures, and architectural pieces, dioramas, paintings, photos, coins, and local art work","Archaeological Museum","1960","https://www.museumsrajasthan.gov.in/museum/dungarpur/page/about","0296 4230262, 9530030026, custmus.dungarpur@gmail.com","Indians: Adults - Rs. 20 per head, Students- Rs. 10 per head, Foreigners: Adults - Rs. 100 per head, Students - Rs. 50 per head, Free Entry for children below 7 years","09:45 AM - 05:15 PM","Library, Brochure, Guided Tours, School Programmes and Photography"
"Archaeological Museum Kalibangan","Kalibangan, District Hanumangarh - 335803","Rajasthan","The Museum exhibits excavated materials from Kalibangan, which include pottery, figurines such as an - imals, birds, and humans, beads, shell, copper and terracotta bangles, seals and sealings, weights, copper celts, and other items from the pre-Harappan and Harappan periods","Archaeological Museum","1985","https://www.asijodhpurcircle.in/museum","01508 233116, circlejai.asi@gmail.com","Rs. 5 per head","10:00 AM - 05:00 PM","Publications, Library (for reference only) and Photography"
"Sri Banger Government Museum (Government Museum Pali)","Near Old Bus Stand, Pali, Marwar - 306401","Rajasthan","The Museum displays the Sculptures, epigraphic, mineral specimens, historical coins, miniature paintings, arms and armour, and wooden handicrafts highlighting tribal life","Archaeological Museum","1982","https://www.museumsrajasthan.gov.in/museum/pali/page/about","02932 225177, 9983350408, curmus.pali@gmail.com","Indians: Adults - Rs. 20 per head, Students - Rs. 10 per head, Foreigners: Adults - Rs. 100 per head, Students - Rs. 50 per head, Free Entry for children below 7 years","09:45 AM - 05:15 PM",""
"Government Museum Sikar (Rajkumar Hardayal Singh Government Museum)","Sikar - Harsh - Jeen mata Rd, Shastri Nagar, Sikar - 332001","Rajasthan","The Museum displays galleries such as excavation gallery, sculpture gallery, divine sculpture gallery, mis - cellaneous sculpture gallery, miniature painting gallery, dioramas of traditional life and weapon gallery","Archaeological Museum","1995","https://www.museumsrajasthan.gov.in/museum/sikar/page/about","01572 257473, 7597043952, curmus.sikar@gmail.com","Indians: Adults - Rs. 20 per head, Students - Rs. 10 per head, Foreigners: Adults - Rs. 100 per head, Students - Rs. 50 per head, Free Entry for children below 7 years","09:45 AM - 05:15 PM",""
"Government Museum Udaipur","Lake Pichola, City Palace Complex, Udaipur - 313001","Rajasthan","The Museum houses a diverse collection of excavated items, inscriptions, sculptures, paintings, and hand - icrafts in galleries such as the Children’s Gallery, Handicraf ts Gallery, Sculpture Gallery, and so on. The first gallery of the Museum, the Children’s Gallery, is the natural history secti on, which displays stuffed models of animals such as tigers, kangaroos, and so on. The Handicraft Gallery is a cultural repository of traditional garments such as sarees, handkerchiefs, various styles of turbans, and household items. The turban of Prince Khurram, the future Mughal em - peror Shah Jahan, which was exchanged for the turban of Maharana Karan Singh of Mewar, is a highlight of this exhi - bition. The other end of the gallery displays arms and armoury from the Mewar region. The Sculpture Gallery houses figurines such as Indriya Matrika from Lagat (5th - 6th century AD), as well as inscriptions dating from the 2nd century BC to the 17th century AD, such as the Nandshala inscription from Bhilwara. The Museum also houses Mewari plastic arts specimens. The museum’s final gallery houses the world’s larges t collection of Mewar miniature paintings, dating from the reign of Maharana Lagat Singh (1628-1652 AD) to Maharana Swaroop Singh (1842-1861 AD)","Archaeological Museum","1890","https://www.museumsrajasthan.gov.in/museum/udaipur/page/about www.museumsofindia.org/museum/1813/ gov- ernment-museum-udaipur","9530030026, 0294 2470004, sudam.udaipur@gmail.com","Indians: Adults - Rs. 20 per head, Students - Rs. 10 per head, Foreigners: Adults - Rs. 100 per head, Students - Rs. 50 per head, Free Entry for children below 7 years","09:45 AM - 05:15 PM","Library, Guided Tours, School Programmes and Photography"
"Government Museum","Near Ganesh Temple, Virat Nagar","Rajasthan","The Museum displays the stone age tools, copper age relics, iron tools, photographs of punch marked silver coins, Indographic silver coins, coins used by Mughal king Akbar, Jahangir and other Mughal Kings, photographs of Buddha stupa, photographs of excavation objects, inscriptions of Ashoka period, wall paintings and photographs of Mughal age doors","Archaeological Museum","1987","https://www.museumsrajasthan.gov.in/museum/viratnagar/page/about","0141 2618862, 9414335728, custmus.viratnagar@gmail.com","Free","09:45 AM - 05:15 PM","Audio Guide service and Photography"
"Government Museum","Old Civil Line, Nr. Water Tank, Baran - 325205","Rajasthan","The Museum houses good collections of sculptures, paintings, weapons, ornamental arts, and photographs of nearby forts and temples. Some of the sculptures on display at the museum are from the Bandh Devra Temple, which was constructed in the 10th century in the Khajuraho-inspired style and is devoted to the Tantric tradition of Shiva","Archaeological Museum","2020","","+91 9680972199","Indians: Adults - Rs. 20 per head, Children - Rs. 10 per head; Foreigners: Adult - Rs. 100 per head, Children - Rs. 50 per head","09:45 AM - 05:15 PM","Library and Guided Tours with charge of Rs 150/- (for Indians)"
